Data,Mes,Setor,Turno,Volume_Total,SLA_Real_%,Pacotes_Atrasados,Tempo_Medio_Seg,Motivo_Atraso
2026-04-19,4,Devolução (DV),Turno 2,8456,92.58,627,331,Falta de FTE (Mão de obra)
2026-04-19,4,Inventário,Turno 2,6668,96.07,262,411,Gargalo no Sortter
2026-04-20,4,Recebimento,Turno 2,5365,99.93,3,390,Dentro do Prazo
2026-04-20,4,Picking,Turno 3,10510,98.27,181,230,Dentro do Prazo
2026-04-20,4,Packing,Turno 3,13964,97.28,379,187,Atraso na descarga
2026-04-20,4,Expedição,Turno 2,10439,95.39,480,290,Gargalo no Sortter
2026-04-20,4,Devolução (DV),Turno 3,11511,99.74,29,402,Dentro do Prazo
2026-04-20,4,Inventário,Turno 1,8839,93.82,546,228,Erro de bipagem
2026-04-21,4,Recebimento,Turno 1,6827,96.92,210,257,Atraso na descarga
2026-04-21,4,Picking,Turno 1,14832,97.15,422,298,Erro de bipagem
2026-04-21,4,Packing,Turno 2,9285,99.17,77,445,Dentro do Prazo
2026-04-21,4,Expedição,Turno 2,7196,93.0,503,437,Problema de etiqueta
2026-04-21,4,Devolução (DV),Turno 1,5780,96.66,193,405,Falta de FTE (Mão de obra)
2026-04-21,4,Inventário,Turno 1,13714,92.35,1049,362,Indisponibilidade de Sistema
2026-04-22,4,Recebimento,Turno 1,10784,95.01,538,303,Problema de etiqueta
2026-04-22,4,Picking,Turno 2,12128,93.31,811,392,Erro de bipagem
2026-04-22,4,Packing,Turno 3,5685,92.1,449,301,Falta de FTE (Mão de obra)
2026-04-22,4,Expedição,Turno 1,14759,94.54,806,218,Problema de etiqueta
2026-04-22,4,Devolução (DV),Turno 3,9875,99.35,64,197,Dentro do Prazo
2026-04-22,4,Inventário,Turno 1,7196,98.04,141,328,Dentro do Prazo
2026-04-23,4,Recebimento,Turno 3,5301,97.83,115,314,Falta de FTE (Mão de obra)
2026-04-23,4,Picking,Turno 3,14951,93.42,983,265,Falta de FTE (Mão de obra)
2026-04-23,4,Packing,Turno 2,13853,99.88,16,201,Dentro do Prazo
2026-04-23,4,Expedição,Turno 2,12003,92.35,918,437,Gargalo no Sortter
2026-04-23,4,Devolução (DV),Turno 2,9558,92.73,694,229,Atraso na descarga
2026-04-23,4,Inventário,Turno 2,14678,96.05,580,267,Atraso na descarga
2026-04-24,4,Recebimento,Turno 1,13652,95.31,640,368,Problema de etiqueta
2026-04-24,4,Picking,Turno 2,6376,96.07,250,370,Gargalo no Sortter
2026-04-24,4,Packing,Turno 3,6653,96.52,231,209,Indisponibilidade de Sistema
2026-04-24,4,Expedição,Turno 2,10926,96.62,369,307,Indisponibilidade de Sistema
2026-04-24,4,Devolução (DV),Turno 3,8300,93.28,557,365,Gargalo no Sortter
2026-04-24,4,Inventário,Turno 2,8727,98.49,131,440,Dentro do Prazo
2026-04-25,4,Recebimento,Turno 2,5514,99.93,3,283,Dentro do Prazo
2026-04-25,4,Picking,Turno 3,10343,99.04,99,189,Dentro do Prazo
2026-04-25,4,Packing,Turno 1,6428,97.86,137,410,Erro de bipagem
2026-04-25,4,Expedição,Turno 3,14114,97.5,352,291,Indisponibilidade de Sistema
2026-04-25,4,Devolução (DV),Turno 3,10132,96.31,373,265,Erro de bipagem
2026-04-25,4,Inventário,Turno 1,7649,98.72,97,191,Dentro do Prazo
2026-04-26,4,Recebimento,Turno 3,6037,98.0,120,199,Falta de FTE (Mão de obra)
2026-04-26,4,Picking,Turno 1,7634,98.05,148,402,Dentro do Prazo
2026-04-26,4,Packing,Turno 3,10110,95.76,428,390,Indisponibilidade de Sistema
2026-04-26,4,Expedição,Turno 3,6124,93.0,428,290,Erro de bipagem
2026-04-26,4,Devolução (DV),Turno 2,14596,97.15,416,203,Atraso na descarga
2026-04-26,4,Inventário,Turno 2,6013,96.74,195,409,Indisponibilidade de Sistema
2026-04-27,4,Recebimento,Turno 1,10588,92.02,845,381,Falta de FTE (Mão de obra)
2026-04-27,4,Picking,Turno 3,10891,93.45,713,199,Falta de FTE (Mão de obra)
2026-04-27,4,Packing,Turno 1,7563,96.08,296,182,Gargalo no Sortter
2026-04-27,4,Expedição,Turno 1,9431,93.8,584,433,Gargalo no Sortter
2026-04-27,4,Devolução (DV),Turno 3,5161,96.79,165,338,Atraso na descarga
2026-04-27,4,Inventário,Turno 1,8390,92.62,619,331,Erro de bipagem
2026-04-28,4,Recebimento,Turno 3,14324,97.97,291,296,Problema de etiqueta
2026-04-28,4,Picking,Turno 2,5867,96.14,226,352,Problema de etiqueta
2026-04-28,4,Packing,Turno 1,10469,94.63,562,362,Falta de FTE (Mão de obra)
2026-04-28,4,Expedição,Turno 3,6169,94.97,310,292,Problema de etiqueta
2026-04-28,4,Devolução (DV),Turno 1,7810,98.41,124,297,Dentro do Prazo
2026-04-28,4,Inventário,Turno 1,6283,95.97,253,226,Falta de FTE (Mão de obra)
2026-04-29,4,Recebimento,Turno 1,7010,97.49,176,226,Erro de bipagem
2026-04-29,4,Picking,Turno 1,7125,97.98,144,316,Indisponibilidade de Sistema
2026-04-29,4,Packing,Turno 1,8471,93.62,540,240,Gargalo no Sortter
2026-04-29,4,Expedição,Turno 1,13329,94.68,709,286,Erro de bipagem
2026-04-29,4,Devolução (DV),Turno 1,11397,96.69,377,377,Indisponibilidade de Sistema
2026-04-29,4,Inventário,Turno 3,8920,99.44,50,230,Dentro do Prazo
2026-04-30,4,Recebimento,Turno 3,11900,92.45,898,214,Gargalo no Sortter
2026-04-30,4,Picking,Turno 3,10017,98.98,101,228,Dentro do Prazo
2026-04-30,4,Packing,Turno 2,13895,95.86,574,249,Falta de FTE (Mão de obra)
2026-04-30,4,Expedição,Turno 3,14817,92.64,1089,410,Atraso na descarga
2026-04-30,4,Devolução (DV),Turno 1,12462,95.97,502,308,Erro de bipagem
2026-04-30,4,Inventário,Turno 2,7839,97.84,169,361,Falta de FTE (Mão de obra)
2026-05-01,5,Recebimento,Turno 2,5685,96.88,177,367,Gargalo no Sortter
2026-05-01,5,Picking,Turno 2,12736,98.01,253,331,Dentro do Prazo
2026-05-01,5,Packing,Turno 2,11868,92.55,883,285,Problema de etiqueta
2026-05-01,5,Expedição,Turno 3,14557,94.09,859,342,Atraso na descarga
2026-05-01,5,Devolução (DV),Turno 1,6974,99.25,52,299,Dentro do Prazo
2026-05-01,5,Inventário,Turno 3,5905,94.18,343,361,Problema de etiqueta
2026-05-02,5,Recebimento,Turno 1,7014,95.6,308,384,Falta de FTE (Mão de obra)
2026-05-02,5,Picking,Turno 2,5581,92.52,417,407,Problema de etiqueta
2026-05-02,5,Packing,Turno 3,14911,92.37,1137,429,Falta de FTE (Mão de obra)
2026-05-02,5,Expedição,Turno 2,5874,93.11,404,375,Gargalo no Sortter
2026-05-02,5,Devolução (DV),Turno 1,5689,95.29,268,186,Indisponibilidade de Sistema
2026-05-02,5,Inventário,Turno 2,14614,92.17,1143,427,Erro de bipagem
2026-05-03,5,Recebimento,Turno 1,6171,93.02,430,378,Falta de FTE (Mão de obra)
2026-05-03,5,Picking,Turno 2,6449,98.62,88,321,Dentro do Prazo
2026-05-03,5,Packing,Turno 1,10432,95.96,421,200,Erro de bipagem
2026-05-03,5,Expedição,Turno 2,8670,93.58,556,340,Erro de bipagem
2026-05-03,5,Devolução (DV),Turno 1,12345,97.76,276,265,Problema de etiqueta
2026-05-03,5,Inventário,Turno 3,8062,96.36,293,331,Atraso na descarga
2026-05-04,5,Recebimento,Turno 1,5572,98.88,62,222,Dentro do Prazo
2026-05-04,5,Picking,Turno 3,11566,97.66,270,196,Indisponibilidade de Sistema
2026-05-04,5,Packing,Turno 3,6633,92.65,487,377,Atraso na descarga
2026-05-04,5,Expedição,Turno 3,8648,95.43,395,184,Atraso na descarga
2026-05-04,5,Devolução (DV),Turno 2,6537,97.31,175,236,Problema de etiqueta
2026-05-04,5,Inventário,Turno 1,8137,92.78,587,323,Gargalo no Sortter
2026-05-05,5,Recebimento,Turno 1,8750,96.36,318,238,Gargalo no Sortter
2026-05-05,5,Picking,Turno 2,5610,92.42,425,228,Erro de bipagem
2026-05-05,5,Packing,Turno 2,10055,94.72,531,199,Erro de bipagem
2026-05-05,5,Expedição,Turno 3,14369,94.64,769,393,Atraso na descarga
2026-05-05,5,Devolução (DV),Turno 2,10774,93.64,685,392,Indisponibilidade de Sistema
2026-05-05,5,Inventário,Turno 1,6749,93.29,452,449,Erro de bipagem
2026-05-06,5,Recebimento,Turno 1,12548,95.61,550,237,Falta de FTE (Mão de obra)
2026-05-06,5,Picking,Turno 1,8867,98.18,161,245,Dentro do Prazo
2026-05-06,5,Packing,Turno 3,10879,95.71,466,223,Gargalo no Sortter
2026-05-06,5,Expedição,Turno 3,12264,95.13,597,406,Atraso na descarga
2026-05-06,5,Devolução (DV),Turno 3,9869,94.98,495,268,Gargalo no Sortter
2026-05-06,5,Inventário,Turno 2,7426,95.04,368,376,Gargalo no Sortter
2026-05-07,5,Recebimento,Turno 1,7551,93.49,491,187,Problema de etiqueta
2026-05-07,5,Picking,Turno 2,13087,94.85,673,343,Atraso na descarga
2026-05-07,5,Packing,Turno 3,13676,97.08,399,234,Erro de bipagem
2026-05-07,5,Expedição,Turno 1,10000,95.17,483,417,Gargalo no Sortter
2026-05-07,5,Devolução (DV),Turno 2,10223,96.16,392,447,Problema de etiqueta
2026-05-07,5,Inventário,Turno 1,7822,96.91,241,438,Gargalo no Sortter
2026-05-08,5,Recebimento,Turno 3,5282,94.22,305,219,Falta de FTE (Mão de obra)
2026-05-08,5,Picking,Turno 1,11629,93.13,799,308,Falta de FTE (Mão de obra)
2026-05-08,5,Packing,Turno 1,10110,93.47,659,280,Falta de FTE (Mão de obra)
2026-05-08,5,Expedição,Turno 2,5687,93.22,385,439,Problema de etiqueta
2026-05-08,5,Devolução (DV),Turno 3,12133,96.92,373,425,Atraso na descarga
2026-05-08,5,Inventário,Turno 1,10906,99.06,102,191,Dentro do Prazo
2026-05-09,5,Recebimento,Turno 3,12183,99.91,11,288,Dentro do Prazo
2026-05-09,5,Picking,Turno 2,10108,97.34,268,448,Erro de bipagem
2026-05-09,5,Packing,Turno 1,12329,93.33,822,281,Indisponibilidade de Sistema
2026-05-09,5,Expedição,Turno 1,6529,95.42,299,426,Gargalo no Sortter
2026-05-09,5,Devolução (DV),Turno 2,8711,92.1,688,204,Indisponibilidade de Sistema
2026-05-09,5,Inventário,Turno 2,11274,96.22,426,333,Erro de bipagem
2026-05-10,5,Recebimento,Turno 3,11788,99.79,25,444,Dentro do Prazo
2026-05-10,5,Picking,Turno 3,14587,99.35,95,313,Dentro do Prazo
2026-05-10,5,Packing,Turno 2,12544,95.77,530,392,Atraso na descarga
2026-05-10,5,Expedição,Turno 1,14346,99.04,137,335,Dentro do Prazo
2026-05-10,5,Devolução (DV),Turno 2,8831,92.7,644,342,Erro de bipagem
2026-05-10,5,Inventário,Turno 2,6715,99.24,50,254,Dentro do Prazo
2026-05-11,5,Recebimento,Turno 2,12096,95.48,546,329,Erro de bipagem
2026-05-11,5,Picking,Turno 2,11416,98.73,144,318,Dentro do Prazo
2026-05-11,5,Packing,Turno 3,12950,94.03,772,391,Indisponibilidade de Sistema
2026-05-11,5,Expedição,Turno 3,11049,94.6,596,427,Indisponibilidade de Sistema
2026-05-11,5,Devolução (DV),Turno 2,5155,97.45,131,380,Indisponibilidade de Sistema
2026-05-11,5,Inventário,Turno 3,10779,93.82,666,426,Falta de FTE (Mão de obra)
2026-05-12,5,Recebimento,Turno 1,14046,92.62,1037,246,Indisponibilidade de Sistema
2026-05-12,5,Picking,Turno 3,11659,98.93,124,322,Dentro do Prazo
2026-05-12,5,Packing,Turno 3,12358,92.55,920,296,Problema de etiqueta
2026-05-12,5,Expedição,Turno 1,5948,97.23,165,321,Gargalo no Sortter
2026-05-12,5,Devolução (DV),Turno 2,11115,98.97,114,218,Dentro do Prazo
2026-05-12,5,Inventário,Turno 2,5392,98.31,91,386,Dentro do Prazo
2026-05-13,5,Recebimento,Turno 3,6138,99.26,45,430,Dentro do Prazo
2026-05-13,5,Picking,Turno 3,11362,96.48,399,270,Atraso na descarga
2026-05-13,5,Packing,Turno 1,6377,95.58,282,217,Atraso na descarga
2026-05-13,5,Expedição,Turno 1,5141,98.92,55,369,Dentro do Prazo
2026-05-13,5,Devolução (DV),Turno 1,10661,98.42,168,263,Dentro do Prazo
2026-05-13,5,Inventário,Turno 2,13472,95.37,623,449,Gargalo no Sortter
2026-05-14,5,Recebimento,Turno 2,9249,99.73,24,329,Dentro do Prazo
2026-05-14,5,Picking,Turno 2,6967,97.66,162,289,Problema de etiqueta
2026-05-14,5,Packing,Turno 2,7946,98.03,156,380,Dentro do Prazo
2026-05-14,5,Expedição,Turno 2,10075,99.85,14,385,Dentro do Prazo
2026-05-14,5,Devolução (DV),Turno 2,12230,96.47,431,303,Erro de bipagem
2026-05-14,5,Inventário,Turno 3,6531,97.08,190,299,Falta de FTE (Mão de obra)
2026-05-15,5,Recebimento,Turno 3,5933,92.96,417,343,Indisponibilidade de Sistema
2026-05-15,5,Picking,Turno 3,5285,92.37,403,340,Gargalo no Sortter
2026-05-15,5,Packing,Turno 2,6762,93.81,418,401,Gargalo no Sortter
2026-05-15,5,Expedição,Turno 2,5040,92.39,383,247,Falta de FTE (Mão de obra)
2026-05-15,5,Devolução (DV),Turno 1,5987,98.82,70,304,Dentro do Prazo
2026-05-15,5,Inventário,Turno 3,12789,94.72,674,299,Falta de FTE (Mão de obra)
2026-05-16,5,Recebimento,Turno 1,8198,97.01,245,195,Atraso na descarga
2026-05-16,5,Picking,Turno 3,7524,98.71,97,337,Dentro do Prazo
2026-05-16,5,Packing,Turno 1,10154,94.14,594,229,Indisponibilidade de Sistema
2026-05-16,5,Expedição,Turno 2,6492,96.17,248,351,Atraso na descarga
2026-05-16,5,Devolução (DV),Turno 2,12156,92.75,881,214,Indisponibilidade de Sistema
2026-05-16,5,Inventário,Turno 3,14168,92.52,1060,244,Indisponibilidade de Sistema
2026-05-17,5,Recebimento,Turno 2,12468,97.56,304,255,Indisponibilidade de Sistema
2026-05-17,5,Picking,Turno 2,11317,98.19,204,326,Dentro do Prazo
2026-05-17,5,Packing,Turno 3,11748,93.36,779,200,Erro de bipagem
2026-05-17,5,Expedição,Turno 1,12986,95.56,576,336,Problema de etiqueta
2026-05-17,5,Devolução (DV),Turno 3,6846,96.1,267,207,Gargalo no Sortter
2026-05-17,5,Inventário,Turno 3,5771,95.08,284,246,Erro de bipagem
2026-05-18,5,Recebimento,Turno 3,5193,94.17,302,436,Falta de FTE (Mão de obra)
2026-05-18,5,Picking,Turno 2,14302,95.26,678,393,Gargalo no Sortter
2026-05-18,5,Packing,Turno 2,8736,92.02,696,240,Falta de FTE (Mão de obra)
2026-05-18,5,Expedição,Turno 2,9875,96.83,312,315,Indisponibilidade de Sistema
2026-05-18,5,Devolução (DV),Turno 2,8451,95.76,358,272,Problema de etiqueta
2026-05-18,5,Inventário,Turno 3,14836,95.86,614,321,Falta de FTE (Mão de obra)
2026-05-19,5,Recebimento,Turno 1,10410,95.58,460,356,Problema de etiqueta
2026-05-19,5,Picking,Turno 1,11796,96.3,436,228,Problema de etiqueta
2026-05-19,5,Packing,Turno 1,6325,92.4,480,315,Falta de FTE (Mão de obra)
2026-05-19,5,Expedição,Turno 2,9650,98.75,120,269,Dentro do Prazo
2026-05-19,5,Devolução (DV),Turno 2,5340,95.51,239,371,Falta de FTE (Mão de obra)
2026-05-19,5,Inventário,Turno 2,10482,92.36,801,412,Erro de bipagem
2026-05-20,5,Recebimento,Turno 1,6800,98.53,99,220,Dentro do Prazo
2026-05-20,5,Picking,Turno 3,5855,96.25,219,238,Erro de bipagem
2026-05-20,5,Packing,Turno 2,5182,98.99,52,371,Dentro do Prazo
2026-05-20,5,Expedição,Turno 1,6517,99.94,3,306,Dentro do Prazo
2026-05-20,5,Devolução (DV),Turno 2,8629,93.32,576,347,Problema de etiqueta
2026-05-20,5,Inventário,Turno 3,13210,95.29,622,288,Problema de etiqueta
2026-05-21,5,Recebimento,Turno 2,11588,94.47,640,269,Atraso na descarga
2026-05-21,5,Picking,Turno 3,11246,99.63,41,187,Dentro do Prazo
2026-05-21,5,Packing,Turno 3,13365,92.41,1014,394,Indisponibilidade de Sistema
2026-05-21,5,Expedição,Turno 2,8760,96.83,277,325,Atraso na descarga
2026-05-21,5,Devolução (DV),Turno 3,9033,97.32,241,340,Gargalo no Sortter
2026-05-21,5,Inventário,Turno 1,13611,94.95,687,326,Atraso na descarga
2026-05-22,5,Recebimento,Turno 1,6774,95.35,314,263,Gargalo no Sortter
2026-05-22,5,Picking,Turno 1,8808,95.23,419,422,Erro de bipagem
2026-05-22,5,Packing,Turno 1,7702,98.0,154,437,Gargalo no Sortter
2026-05-22,5,Expedição,Turno 2,10054,97.17,284,381,Indisponibilidade de Sistema
2026-05-22,5,Devolução (DV),Turno 3,7497,99.1,67,445,Dentro do Prazo
2026-05-22,5,Inventário,Turno 1,14101,97.09,410,297,Problema de etiqueta
2026-05-23,5,Recebimento,Turno 3,12544,93.23,848,438,Indisponibilidade de Sistema
2026-05-23,5,Picking,Turno 3,8155,97.1,236,296,Problema de etiqueta
2026-05-23,5,Packing,Turno 1,6628,92.53,495,437,Atraso na descarga
2026-05-23,5,Expedição,Turno 2,9008,95.38,416,414,Problema de etiqueta
2026-05-23,5,Devolução (DV),Turno 3,6856,92.68,502,392,Problema de etiqueta
2026-05-23,5,Inventário,Turno 3,9669,96.47,341,402,Gargalo no Sortter
2026-05-24,5,Recebimento,Turno 2,12064,97.83,261,286,Erro de bipagem
2026-05-24,5,Picking,Turno 3,11563,97.38,302,252,Gargalo no Sortter
2026-05-24,5,Packing,Turno 1,9020,98.89,99,209,Dentro do Prazo
2026-05-24,5,Expedição,Turno 1,8259,93.81,511,374,Problema de etiqueta
2026-05-24,5,Devolução (DV),Turno 1,8243,99.33,54,242,Dentro do Prazo
2026-05-24,5,Inventário,Turno 3,7070,94.55,385,227,Gargalo no Sortter
2026-05-25,5,Recebimento,Turno 3,6141,97.64,144,346,Erro de bipagem
2026-05-25,5,Picking,Turno 1,8361,93.33,557,186,Falta de FTE (Mão de obra)
2026-05-25,5,Packing,Turno 2,8267,92.36,631,372,Indisponibilidade de Sistema
2026-05-25,5,Expedição,Turno 2,7606,93.24,514,336,Problema de etiqueta
2026-05-25,5,Devolução (DV),Turno 3,8273,97.17,234,305,Problema de etiqueta
2026-05-25,5,Inventário,Turno 2,6829,98.78,83,355,Dentro do Prazo
2026-05-26,5,Recebimento,Turno 2,8699,96.64,292,210,Indisponibilidade de Sistema
2026-05-26,5,Picking,Turno 2,10744,93.12,738,246,Gargalo no Sortter
2026-05-26,5,Packing,Turno 1,11218,93.09,775,333,Erro de bipagem
2026-05-26,5,Expedição,Turno 3,14370,93.67,909,413,Gargalo no Sortter
2026-05-26,5,Devolução (DV),Turno 3,7309,98.05,142,424,Dentro do Prazo
2026-05-26,5,Inventário,Turno 1,9009,99.2,72,304,Dentro do Prazo
2026-05-27,5,Recebimento,Turno 2,10668,99.65,37,214,Dentro do Prazo
2026-05-27,5,Picking,Turno 3,11789,96.82,374,380,Atraso na descarga
2026-05-27,5,Packing,Turno 2,7416,92.71,540,238,Indisponibilidade de Sistema
2026-05-27,5,Expedição,Turno 2,10619,92.25,823,403,Problema de etiqueta
2026-05-27,5,Devolução (DV),Turno 3,12151,98.19,220,248,Dentro do Prazo
2026-05-27,5,Inventário,Turno 2,8236,95.82,344,341,Atraso na descarga
2026-05-28,5,Recebimento,Turno 1,13556,98.1,258,221,Dentro do Prazo
2026-05-28,5,Picking,Turno 2,14569,94.07,863,230,Indisponibilidade de Sistema
2026-05-28,5,Packing,Turno 3,9857,92.46,743,200,Erro de bipagem
2026-05-28,5,Expedição,Turno 2,13491,98.65,182,271,Dentro do Prazo
2026-05-28,5,Devolução (DV),Turno 1,14495,100.0,0,290,Dentro do Prazo
2026-05-28,5,Inventário,Turno 2,11652,99.95,5,431,Dentro do Prazo
2026-05-29,5,Recebimento,Turno 2,13017,96.99,392,428,Indisponibilidade de Sistema
2026-05-29,5,Picking,Turno 3,11905,95.69,512,187,Atraso na descarga
2026-05-29,5,Packing,Turno 2,6307,98.82,74,280,Dentro do Prazo
2026-05-29,5,Expedição,Turno 3,8730,93.06,605,270,Falta de FTE (Mão de obra)
2026-05-29,5,Devolução (DV),Turno 2,6140,96.79,196,352,Indisponibilidade de Sistema
2026-05-29,5,Inventário,Turno 1,8630,98.96,89,328,Dentro do Prazo
2026-05-30,5,Recebimento,Turno 3,11538,96.39,415,184,Erro de bipagem
2026-05-30,5,Picking,Turno 1,14168,97.45,361,225,Indisponibilidade de Sistema
2026-05-30,5,Packing,Turno 3,5882,95.7,252,287,Erro de bipagem
2026-05-30,5,Expedição,Turno 2,10867,98.04,213,249,Dentro do Prazo
2026-05-30,5,Devolução (DV),Turno 1,12166,94.42,678,407,Atraso na descarga
2026-05-30,5,Inventário,Turno 1,12269,96.18,468,395,Indisponibilidade de Sistema
2026-05-31,5,Recebimento,Turno 3,7454,95.09,365,382,Erro de bipagem
2026-05-31,5,Picking,Turno 1,7808,94.9,398,358,Problema de etiqueta
2026-05-31,5,Packing,Turno 1,11068,99.85,17,261,Dentro do Prazo
2026-05-31,5,Expedição,Turno 3,9699,98.62,133,418,Dentro do Prazo
2026-05-31,5,Devolução (DV),Turno 3,7819,98.45,120,342,Dentro do Prazo
2026-05-31,5,Inventário,Turno 3,8119,99.97,2,295,Dentro do Prazo
2026-06-01,6,Recebimento,Turno 1,12084,95.51,542,404,Atraso na descarga
2026-06-01,6,Picking,Turno 3,8935,93.92,542,242,Atraso na descarga
2026-06-01,6,Packing,Turno 1,10442,95.59,460,192,Erro de bipagem
2026-06-01,6,Expedição,Turno 1,14134,97.01,422,387,Problema de etiqueta
2026-06-01,6,Devolução (DV),Turno 3,6137,95.81,256,393,Erro de bipagem
2026-06-01,6,Inventário,Turno 2,9778,98.98,100,305,Dentro do Prazo
2026-06-02,6,Recebimento,Turno 2,5276,94.87,270,373,Falta de FTE (Mão de obra)
2026-06-02,6,Picking,Turno 3,8735,97.86,186,236,Erro de bipagem
2026-06-02,6,Packing,Turno 2,12901,92.07,1022,198,Indisponibilidade de Sistema
2026-06-02,6,Expedição,Turno 3,12537,97.41,324,292,Falta de FTE (Mão de obra)
2026-06-02,6,Devolução (DV),Turno 3,13733,92.11,1082,244,Erro de bipagem
2026-06-02,6,Inventário,Turno 1,8363,98.67,110,180,Dentro do Prazo
2026-06-03,6,Recebimento,Turno 2,10668,92.05,848,315,Problema de etiqueta
2026-06-03,6,Picking,Turno 1,13068,98.58,186,380,Dentro do Prazo
2026-06-03,6,Packing,Turno 3,13448,98.77,165,373,Dentro do Prazo
2026-06-03,6,Expedição,Turno 2,8175,95.19,392,439,Erro de bipagem
2026-06-03,6,Devolução (DV),Turno 1,13605,92.2,1061,254,Erro de bipagem
2026-06-03,6,Inventário,Turno 1,8426,96.39,303,367,Gargalo no Sortter
2026-06-04,6,Recebimento,Turno 1,10409,92.05,827,262,Atraso na descarga
2026-06-04,6,Picking,Turno 3,10242,98.95,107,245,Dentro do Prazo
2026-06-04,6,Packing,Turno 3,10776,96.0,430,413,Erro de bipagem
2026-06-04,6,Expedição,Turno 1,12547,97.66,294,367,Erro de bipagem
2026-06-04,6,Devolução (DV),Turno 1,11465,92.58,850,192,Indisponibilidade de Sistema
2026-06-04,6,Inventário,Turno 2,7555,98.91,82,394,Dentro do Prazo
2026-06-05,6,Recebimento,Turno 3,14165,93.22,960,234,Problema de etiqueta
2026-06-05,6,Picking,Turno 2,14242,92.18,1114,410,Falta de FTE (Mão de obra)
2026-06-05,6,Packing,Turno 2,6588,98.74,83,412,Dentro do Prazo
2026-06-05,6,Expedição,Turno 1,10789,99.83,18,200,Dentro do Prazo
2026-06-05,6,Devolução (DV),Turno 3,12570,94.86,645,393,Indisponibilidade de Sistema
2026-06-05,6,Inventário,Turno 3,5182,96.02,206,253,Falta de FTE (Mão de obra)
2026-06-06,6,Recebimento,Turno 3,12651,97.0,379,231,Problema de etiqueta
2026-06-06,6,Picking,Turno 3,13851,97.46,351,193,Erro de bipagem
2026-06-06,6,Packing,Turno 3,11555,93.88,707,232,Gargalo no Sortter
2026-06-06,6,Expedição,Turno 3,11846,92.96,834,238,Atraso na descarga
2026-06-06,6,Devolução (DV),Turno 2,10590,97.77,236,191,Indisponibilidade de Sistema
2026-06-06,6,Inventário,Turno 3,11046,94.27,632,427,Falta de FTE (Mão de obra)
2026-06-07,6,Recebimento,Turno 2,12016,97.99,241,258,Problema de etiqueta
2026-06-07,6,Picking,Turno 3,10086,93.51,654,333,Atraso na descarga
2026-06-07,6,Packing,Turno 1,6809,94.21,394,388,Problema de etiqueta
2026-06-07,6,Expedição,Turno 1,14009,95.74,597,336,Falta de FTE (Mão de obra)
2026-06-07,6,Devolução (DV),Turno 1,13859,92.82,995,244,Problema de etiqueta
2026-06-07,6,Inventário,Turno 1,10738,94.16,626,341,Gargalo no Sortter
2026-06-08,6,Recebimento,Turno 1,9523,96.57,326,320,Atraso na descarga
2026-06-08,6,Picking,Turno 2,14298,99.28,103,291,Dentro do Prazo
2026-06-08,6,Packing,Turno 2,11091,97.4,288,365,Falta de FTE (Mão de obra)
2026-06-08,6,Expedição,Turno 2,13662,95.95,553,396,Gargalo no Sortter
2026-06-08,6,Devolução (DV),Turno 1,12094,92.03,963,202,Gargalo no Sortter
2026-06-08,6,Inventário,Turno 1,8796,97.7,201,192,Gargalo no Sortter
2026-06-09,6,Recebimento,Turno 1,14120,94.23,815,190,Atraso na descarga
2026-06-09,6,Picking,Turno 1,10904,97.41,282,273,Indisponibilidade de Sistema
2026-06-09,6,Packing,Turno 2,10832,92.84,775,390,Erro de bipagem
2026-06-09,6,Expedição,Turno 3,6316,92.39,480,280,Indisponibilidade de Sistema
2026-06-09,6,Devolução (DV),Turno 2,10621,99.65,36,207,Dentro do Prazo
2026-06-09,6,Inventário,Turno 3,14215,95.46,645,325,Problema de etiqueta
2026-06-10,6,Recebimento,Turno 3,12935,94.95,653,415,Gargalo no Sortter
2026-06-10,6,Picking,Turno 3,9968,92.42,755,192,Falta de FTE (Mão de obra)
2026-06-10,6,Packing,Turno 1,7257,96.42,260,279,Falta de FTE (Mão de obra)
2026-06-10,6,Expedição,Turno 2,9424,98.96,98,279,Dentro do Prazo
2026-06-10,6,Devolução (DV),Turno 3,14388,92.29,1109,395,Falta de FTE (Mão de obra)
2026-06-10,6,Inventário,Turno 1,13967,97.21,389,182,Gargalo no Sortter
2026-06-11,6,Recebimento,Turno 3,11469,97.16,325,328,Indisponibilidade de Sistema
2026-06-11,6,Picking,Turno 2,5539,97.71,127,244,Falta de FTE (Mão de obra)
2026-06-11,6,Packing,Turno 3,13547,92.68,991,414,Erro de bipagem
2026-06-11,6,Expedição,Turno 2,6548,92.46,493,297,Indisponibilidade de Sistema
2026-06-11,6,Devolução (DV),Turno 2,6673,96.35,243,232,Erro de bipagem
2026-06-11,6,Inventário,Turno 2,8748,99.29,62,437,Dentro do Prazo
2026-06-12,6,Recebimento,Turno 1,13016,92.99,911,317,Gargalo no Sortter
2026-06-12,6,Picking,Turno 3,5674,95.94,230,290,Atraso na descarga
2026-06-12,6,Packing,Turno 2,7661,96.25,287,361,Gargalo no Sortter
2026-06-12,6,Expedição,Turno 3,9979,92.08,790,350,Indisponibilidade de Sistema
2026-06-12,6,Devolução (DV),Turno 3,13931,92.33,1068,409,Erro de bipagem
2026-06-12,6,Inventário,Turno 3,8923,95.64,389,354,Gargalo no Sortter
2026-06-13,6,Recebimento,Turno 3,7745,98.86,88,360,Dentro do Prazo
